27.189234,12.678548,7.939104,0.261799,27.189234,12.678548,7.939104,0.263545,27.189234,12.678548,7.939104,0.265290,27.189234,12.678548,7.939104,0.267035,27.189234,12.678548,7.939104,0.268781,27.189234,12.678548,7.939104,0.270526,27.189234,12.678548,7.939104,0.272271,27.189234,12.678548,7.939104,0.274017,27.189234,12.678548,7.939104,0.275762,27.189234,12.678548,7.939104,0.277507
27.279864,12.720810,7.964986,0.261799,27.279864,12.720810,7.964986,0.263545,27.279864,12.720810,7.964986,0.265290,27.279864,12.720810,7.964986,0.267035,27.279864,12.720810,7.964986,0.268781,27.279864,12.720810,7.964986,0.270526,27.279864,12.720810,7.964986,0.272271,27.279864,12.720810,7.964986,0.274017,27.279864,12.720810,7.964986,0.275762,27.279864,12.720810,7.964986,0.277507
27.370495,12.763072,7.990868,0.261799,27.370495,12.763072,7.990868,0.263545,27.370495,12.763072,7.990868,0.265290,27.370495,12.763072,7.990868,0.267035,27.370495,12.763072,7.990868,0.268781,27.370495,12.763072,7.990868,0.270526,27.370495,12.763072,7.990868,0.272271,27.370495,12.763072,7.990868,0.274017,27.370495,12.763072,7.990868,0.275762,27.370495,12.763072,7.990868,0.277507
27.461126,12.805333,8.016750,0.261799,27.461126,12.805333,8.016750,0.263545,27.461126,12.805333,8.016750,0.265290,27.461126,12.805333,8.016750,0.267035,27.461126,12.805333,8.016750,0.268781,27.461126,12.805333,8.016750,0.270526,27.461126,12.805333,8.016750,0.272271,27.461126,12.805333,8.016750,0.274017,27.461126,12.805333,8.016750,0.275762,27.461126,12.805333,8.016750,0.277507
27.551757,12.847595,8.042632,0.261799,27.551757,12.847595,8.042632,0.263545,27.551757,12.847595,8.042632,0.265290,27.551757,12.847595,8.042632,0.267035,27.551757,12.847595,8.042632,0.268781,27.551757,12.847595,8.042632,0.270526,27.551757,12.847595,8.042632,0.272271,27.551757,12.847595,8.042632,0.274017,27.551757,12.847595,8.042632,0.275762,27.551757,12.847595,8.042632,0.277507
27.642388,12.889857,8.068514,0.261799,27.642388,12.889857,8.068514,0.263545,27.642388,12.889857,8.068514,0.265290,27.642388,12.889857,8.068514,0.267035,27.642388,12.889857,8.068514,0.268781,27.642388,12.889857,8.068514,0.270526,27.642388,12.889857,8.068514,0.272271,27.642388,12.889857,8.068514,0.274017,27.642388,12.889857,8.068514,0.275762,27.642388,12.889857,8.068514,0.277507
27.733018,12.932119,8.094396,0.261799,27.733018,12.932119,8.094396,0.263545,27.733018,12.932119,8.094396,0.265290,27.733018,12.932119,8.094396,0.267035,27.733018,12.932119,8.094396,0.268781,27.733018,12.932119,8.094396,0.270526,27.733018,12.932119,8.094396,0.272271,27.733018,12.932119,8.094396,0.274017,27.733018,12.932119,8.094396,0.275762,27.733018,12.932119,8.094396,0.277507
27.823649,12.974381,8.120278,0.261799,27.823649,12.974381,8.120278,0.263545,27.823649,12.974381,8.120278,0.265290,27.823649,12.974381,8.120278,0.267035,27.823649,12.974381,8.120278,0.268781,27.823649,12.974381,8.120278,0.270526,27.823649,12.974381,8.120278,0.272271,27.823649,12.974381,8.120278,0.274017,27.823649,12.974381,8.120278,0.275762,27.823649,12.974381,8.120278,0.277507
27.914280,13.016642,8.146160,0.261799,27.914280,13.016642,8.146160,0.263545,27.914280,13.016642,8.146160,0.265290,27.914280,13.016642,8.146160,0.267035,27.914280,13.016642,8.146160,0.268781,27.914280,13.016642,8.146160,0.270526,27.914280,13.016642,8.146160,0.272271,27.914280,13.016642,8.146160,0.274017,27.914280,13.016642,8.146160,0.275762,27.914280,13.016642,8.146160,0.277507
28.004911,13.058904,8.172041,0.261799,28.004911,13.058904,8.172041,0.263545,28.004911,13.058904,8.172041,0.265290,28.004911,13.058904,8.172041,0.267035,28.004911,13.058904,8.172041,0.268781,28.004911,13.058904,8.172041,0.270526,28.004911,13.058904,8.172041,0.272271,28.004911,13.058904,8.172041,0.274017,28.004911,13.058904,8.172041,0.275762,28.004911,13.058904,8.172041,0.277507
